ENSG00000000419:ENSG00000259456 DPM1:ADNP-AS1
ENSG00000260755:ENSG00000260851 AC010542.2:AC010542.3
ENSG00000260756:ENSG00000166669 AC131649.1:ATF7IP2
ENSG00000260757:ENSG00000156886 AC093520.1:ITGAD
ENSG00000260762:ENSG00000260201 ACSM5P1:AC141273.1
ENSG00000260764:ENSG00000183044 AC007224.1:ABAT
ENSG00000260766:ENSG00000177807 AL513302.2:KCNJ10
ENSG00000260769:ENSG00000259839 AC007614.4:AC007614.1
ENSG00000260772:ENSG00000102908 AC012321.1:NFAT5
ENSG00000260773:ENSG00000166938 AC055855.2:DIS3L
ENSG00000260774:ENSG00000164366 AC021087.3:CCDC127
ENSG00000260776:ENSG00000242066 AC104758.3:RN7SL214P
ENSG00000260776:ENSG00000261244 AC104758.3:AC104758.4
ENSG00000260777:ENSG00000264486 AC061975.1:AC061975.4
ENSG00000260778:ENSG00000205937 AC009065.4:RNPS1
ENSG00000260778:ENSG00000266643 AC009065.4:MIR3677
ENSG00000260778:ENSG00000284346 AC009065.4:MIR940
ENSG00000260779:ENSG00000154864 AP001180.1:PIEZO2
ENSG00000260782:ENSG00000140795 AC007225.1:MYLK3
ENSG00000260788:ENSG00000140945 AC009063.2:CDH13
ENSG00000260788:ENSG00000259914 AC009063.2:AC009063.1
ENSG00000260790:ENSG00000140743 AC092338.2:CDR2
ENSG00000260793:ENSG00000108312 AC003102.1:UBTF
ENSG00000260797:ENSG00000259995 AC106734.1:AC106729.1
ENSG00000260798:ENSG00000039068 AC099314.1:CDH1
ENSG00000260798:ENSG00000260459 AC099314.1:FTLP14
ENSG00000260799:ENSG00000128881 KRT8P50:TTBK2
ENSG00000260803:ENSG00000226942 Z84723.1:IL9RP3
ENSG00000260803:ENSG00000231439 Z84723.1:WASIR2
ENSG00000260803:ENSG00000234769 Z84723.1:WASH4P
ENSG00000260806:ENSG00000090060 AL163051.1:PAPOLA
ENSG00000260807:ENSG00000103227 AC009041.2:LMF1
ENSG00000260808:ENSG00000110075 AP003096.1:PPP6R3
ENSG00000260814:ENSG00000174197 AC073657.1:MGA
ENSG00000260815:ENSG00000260288 AC019294.3:AC019294.2
ENSG00000260816:ENSG00000186153 AC027279.1:WWOX
ENSG00000260817:ENSG00000260411 AC074051.4:AC074051.2
ENSG00000260817:ENSG00000279877 AC074051.4:AC009135.2
ENSG00000260827:ENSG00000261507 AC138869.3:AC141257.2
ENSG00000260832:ENSG00000140945 AC125793.1:CDH13
ENSG00000260834:ENSG00000260364 AC009055.2:AC009055.1
ENSG00000260835:ENSG00000078328 AC007223.1:RBFOX1
ENSG00000260835:ENSG00000279877 AC007223.1:AC009135.2
ENSG00000260836:ENSG00000182774 AC245033.1:RPS17
ENSG00000260836:ENSG00000214575 AC245033.1:CPEB1
ENSG00000260836:ENSG00000278013 AC245033.1:AC245033.2
ENSG00000260845:ENSG00000261108 AC138907.2:AC138907.4
ENSG00000260847:ENSG00000260649 AC133485.5:AC133485.4
ENSG00000260851:ENSG00000166546 AC010542.3:BEAN1
ENSG00000260851:ENSG00000166548 AC010542.3:TK2
ENSG00000260851:ENSG00000260755 AC010542.3:AC010542.2
ENSG00000260851:ENSG00000261656 AC010542.3:BEAN1-AS1
ENSG00000260852:ENSG00000099364 FBXL19-AS1:FBXL19
ENSG00000260853:ENSG00000176953 AC109460.2:NFATC2IP
ENSG00000260853:ENSG00000284541 AC109460.2:MIR4517
ENSG00000260855:ENSG00000223519 AL591848.4:KIF28P
ENSG00000260859:ENSG00000103196 AC025280.1:CRISPLD2
ENSG00000260860:ENSG00000062038 AC126773.3:CDH3
ENSG00000260861:ENSG00000101307 AL049634.2:SIRPB1
ENSG00000260861:ENSG00000125900 AL049634.2:SIRPD
ENSG00000260861:ENSG00000242324 AL049634.2:AL049634.1
ENSG00000260861:ENSG00000271523 AL049634.2:AL049634.3
ENSG00000260862:ENSG00000140945 AC099506.1:CDH13
ENSG00000260865:ENSG00000125107 AC010287.1:CNOT1
ENSG00000260867:ENSG00000070770 AC009107.1:CSNK2A2
ENSG00000260867:ENSG00000240863 AC009107.1:RN7SL645P
ENSG00000260869:ENSG00000169951 AC002310.4:ZNF764
ENSG00000260869:ENSG00000169955 AC002310.4:ZNF747
ENSG00000260869:ENSG00000235560 AC002310.4:AC002310.1
ENSG00000260869:ENSG00000260494 AC002310.4:AC002310.3
ENSG00000260869:ENSG00000261459 AC002310.4:AC002310.5
ENSG00000260874:ENSG00000162063 AC106820.5:CCNF
ENSG00000260876:ENSG00000261082 LINC01229:LINC01228
ENSG00000260876:ENSG00000261390 LINC01229:MAFTRR
ENSG00000260876:ENSG00000279378 LINC01229:AC009159.4
ENSG00000260879:ENSG00000085491 AL359258.2:SLC25A24
ENSG00000260879:ENSG00000280186 AL359258.2:AL359258.3
ENSG00000260882:ENSG00000033011 AC026458.1:ALG1
ENSG00000260884:ENSG00000239763 AC009120.4:AC009120.1
ENSG00000260884:ENSG00000259972 AC009120.4:AC009120.2
ENSG00000260886:ENSG00000198650 TAT-AS1:TAT
ENSG00000260887:ENSG00000260478 CASC22:AC007333.1
ENSG00000260891:ENSG00000072736 AC020978.4:NFATC3
ENSG00000260892:ENSG00000173546 AC105020.4:CSPG4
ENSG00000260894:ENSG00000039523 AC027682.3:RIPOR1
ENSG00000260894:ENSG00000259945 AC027682.3:AC027682.2
ENSG00000260895:ENSG00000162341 AP003071.1:TPCN2
ENSG00000260898:ENSG00000159322 ADPGK-AS1:ADPGK
ENSG00000260899:ENSG00000080603 AC106886.2:SRCAP
ENSG00000260899:ENSG00000156873 AC106886.2:PHKG2
ENSG00000260899:ENSG00000281991 AC106886.2:TMEM265
ENSG00000260899:ENSG00000282034 AC106886.2:AC106886.5
ENSG00000260900:ENSG00000260141 AC145350.3:AC145350.2
ENSG00000260902:ENSG00000154783 LINC02011:FGD5
ENSG00000260903:ENSG00000278012 XKR7:AL031658.2
ENSG00000260908:ENSG00000103472 AC009093.3:RRN3P2
ENSG00000260914:ENSG00000132612 AC026464.4:VPS4A
ENSG00000260914:ENSG00000168807 AC026464.4:SNTB2
ENSG00000260914:ENSG00000213380 AC026464.4:COG8
ENSG00000260916:ENSG00000069943 CCPG1:PIGB
ENSG00000260916:ENSG00000261771 CCPG1:DNAAF4-CCPG1
ENSG00000260916:ENSG00000274765 CCPG1:AC018926.1
ENSG00000260916:ENSG00000277548 CCPG1:AC018926.3
ENSG00000260916:ENSG00000283891 CCPG1:MIR628
ENSG00000260919:ENSG00000179335 AC100835.1:CLK3
ENSG00000260921:ENSG00000261259 AC142086.4:AC142086.5
ENSG00000260922:ENSG00000140873 AC009139.1:ADAMTS18
ENSG00000260922:ENSG00000261063 AC009139.1:AC009139.2
ENSG00000260923:ENSG00000260528 LINC02193:FAM157C
ENSG00000260923:ENSG00000277349 LINC02193:AC133919.3
ENSG00000260927:ENSG00000070770 AC009107.2:CSNK2A2
ENSG00000260928:ENSG00000137842 SPCS2P1:TMEM62
ENSG00000260928:ENSG00000166947 SPCS2P1:EPB42
ENSG00000260930:ENSG00000267327 LINC01416:AC009271.1
ENSG00000260932:ENSG00000260300 AC009119.3:AC009119.2
ENSG00000260933:ENSG00000260242 AC091489.2:AC091489.1
ENSG00000260934:ENSG00000006007 AC130456.5:GDE1
ENSG00000260944:ENSG00000176692 FOXC2-AS1:FOXC2
ENSG00000260954:ENSG00000187535 AL133297.1:IFT140
ENSG00000260958:ENSG00000259897 AC023824.4:FRG2JP
ENSG00000260958:ENSG00000260967 AC023824.4:RARRES2P5
ENSG00000260958:ENSG00000260984 AC023824.4:FGFR3P5
ENSG00000260958:ENSG00000261010 AC023824.4:RARRES2P6
ENSG00000260958:ENSG00000261274 AC023824.4:TP53TG3GP
ENSG00000260958:ENSG00000261752 AC023824.4:AGGF1P8
ENSG00000260959:ENSG00000261621 AC087463.2:AC087463.4
ENSG00000260963:ENSG00000249231 AC026462.3:CASC16
ENSG00000260963:ENSG00000260393 AC026462.3:AC026462.2
ENSG00000260967:ENSG00000260958 RARRES2P5:AC023824.4
ENSG00000260969:ENSG00000186153 WWOX-AS1:WWOX
ENSG00000260974:ENSG00000183632 AC138907.3:TP53TG3
ENSG00000260978:ENSG00000179455 AC126407.1:MKRN3
ENSG00000260979:ENSG00000187555 AC022167.3:USP7
ENSG00000260983:ENSG00000244485 AC010528.1:RPL18P13
ENSG00000260984:ENSG00000260958 FGFR3P5:AC023824.4
ENSG00000260988:ENSG00000166411 AC090260.1:IDH3A
ENSG00000260989:ENSG00000187535 AL133297.2:IFT140
ENSG00000260990:ENSG00000116147 Z94057.1:TNR
ENSG00000260999:ENSG00000103047 AC009137.1:TANGO6
ENSG00000260999:ENSG00000266801 AC009137.1:AC009137.2
ENSG00000261002:ENSG00000103978 AC036103.1:TMEM87A
ENSG00000261007:ENSG00000260411 AC074051.5:AC074051.2
ENSG00000261007:ENSG00000279877 AC074051.5:AC009135.2
ENSG00000261008:ENSG00000260664 LINC01572:AC004158.1
ENSG00000261008:ENSG00000283564 LINC01572:U6
ENSG00000261010:ENSG00000260958 RARRES2P6:AC023824.4
ENSG00000261011:ENSG00000151303 AL136982.4:AL136982.1
ENSG00000261011:ENSG00000229969 AL136982.4:AL136982.2
ENSG00000261011:ENSG00000271880 AL136982.4:AGAP11
ENSG00000261011:ENSG00000272508 AL136982.4:AL136982.6
ENSG00000261013:ENSG00000246379 AC079411.1:AC007495.1
ENSG00000261028:ENSG00000260668 AC012322.1:AC093536.1
ENSG00000261040:ENSG00000267416 WFDC21P:AC025048.4
ENSG00000261043:ENSG00000260288 AC019294.4:AC019294.2
ENSG00000261043:ENSG00000284385 AC019294.4:MIR4313
ENSG00000261049:ENSG00000140718 AC007347.1:FTO
ENSG00000261052:ENSG00000213599 SULT1A3:SLX1A-SULT1A3
ENSG00000261054:ENSG00000182253 AC036108.2:SYNM
ENSG00000261056:ENSG00000177200 AC079416.1:CHD9
ENSG00000261061:ENSG00000166451 AC092718.4:CENPN
ENSG00000261061:ENSG00000260213 AC092718.4:AC092718.2
ENSG00000261061:ENSG00000284512 AC092718.4:AC092718.8
ENSG00000261063:ENSG00000103111 AC009139.2:MON1B
ENSG00000261063:ENSG00000140873 AC009139.2:ADAMTS18
ENSG00000261063:ENSG00000205078 AC009139.2:SYCE1L
ENSG00000261063:ENSG00000226348 AC009139.2:VN2R10P
ENSG00000261063:ENSG00000260922 AC009139.2:AC009139.1
ENSG00000261064:ENSG00000223509 LINC02256:AC135983.2
ENSG00000261064:ENSG00000262728 LINC02256:AC123768.3
ENSG00000261064:ENSG00000276724 LINC02256:AC123768.4
ENSG00000261065:ENSG00000143845 AL592146.2:ETNK2
ENSG00000261067:ENSG00000169682 AC109460.3:SPNS1
ENSG00000261067:ENSG00000213658 AC109460.3:LAT
ENSG00000261067:ENSG00000260367 AC109460.3:AC109460.1
ENSG00000261067:ENSG00000261552 AC109460.3:AC109460.4
ENSG00000261069:ENSG00000224078 AC124312.3:SNHG14
ENSG00000261069:ENSG00000277785 AC124312.3:SNORD116-21
ENSG00000261069:ENSG00000278715 AC124312.3:SNORD116-20
ENSG00000261070:ENSG00000162341 AP003071.2:TPCN2
ENSG00000261071:ENSG00000124523 AL441883.1:SIRT5
ENSG00000261072:ENSG00000181827 AC084783.1:RFX7
ENSG00000261077:ENSG00000273540 AC016180.1:AGBL1
ENSG00000261078:ENSG00000181938 AC009118.1:GINS3
ENSG00000261079:ENSG00000214331 AC009053.2:AC009053.1
ENSG00000261080:ENSG00000124813 AL161907.1:RUNX2
ENSG00000261081:ENSG00000175265 AC025678.2:GOLGA8A
ENSG00000261082:ENSG00000260876 LINC01228:LINC01229
ENSG00000261093:ENSG00000140992 AC141586.3:PDPK1
ENSG00000261095:ENSG00000260456 AC136285.1:C16orf95
ENSG00000261095:ENSG00000261651 AC136285.1:AC136285.2
ENSG00000261096:ENSG00000260622 AC073476.3:AC073476.2
ENSG00000261102:ENSG00000169032 ATP5J2P6:MAP2K1
ENSG00000261103:ENSG00000140945 AC009063.3:CDH13
ENSG00000261105:ENSG00000118939 LMO7-AS1:UCHL3
ENSG00000261105:ENSG00000136153 LMO7-AS1:LMO7
ENSG00000261105:ENSG00000228444 LMO7-AS1:AL137244.1
ENSG00000261105:ENSG00000261553 LMO7-AS1:AL137782.1
ENSG00000261108:ENSG00000260845 AC138907.4:AC138907.2
ENSG00000261113:ENSG00000103319 AC009034.1:EEF2K
ENSG00000261114:ENSG00000051108 AC012181.2:HERPUD1
ENSG00000261114:ENSG00000261270 AC012181.2:AC012181.3
ENSG00000261115:ENSG00000204990 TMEM178B:AC005692.1
ENSG00000261115:ENSG00000261624 TMEM178B:NDUFB10P2
ENSG00000261115:ENSG00000261629 TMEM178B:AC005692.2
ENSG00000261115:ENSG00000261778 TMEM178B:AC006362.1
ENSG00000261118:ENSG00000197912 AC092123.1:SPG7
ENSG00000261120:ENSG00000131951 AL133299.1:LRRC9
ENSG00000261122:ENSG00000251717 LINC02167:RNA5SP419
ENSG00000261122:ENSG00000251760 LINC02167:RNA5SP418
ENSG00000261122:ENSG00000252094 LINC02167:RNA5SP410
ENSG00000261122:ENSG00000252182 LINC02167:RNA5SP413
ENSG00000261122:ENSG00000252268 LINC02167:RNA5SP417
ENSG00000261122:ENSG00000252587 LINC02167:RNA5SP422
ENSG00000261122:ENSG00000252647 LINC02167:RNA5SP416
ENSG00000261122:ENSG00000252673 LINC02167:RNA5SP421
ENSG00000261122:ENSG00000252806 LINC02167:RNA5SP420
ENSG00000261122:ENSG00000252936 LINC02167:RNA5SP423
ENSG00000261122:ENSG00000253055 LINC02167:RNA5SP415
ENSG00000261122:ENSG00000274228 LINC02167:RNA5SP414
ENSG00000261122:ENSG00000276599 LINC02167:RNA5SP411
ENSG00000261122:ENSG00000277004 LINC02167:RNA5SP412
ENSG00000261123:ENSG00000008710 AC009065.5:PKD1
ENSG00000261123:ENSG00000259933 AC009065.5:AC009065.2
ENSG00000261124:ENSG00000167394 AC135050.4:ZNF668
ENSG00000261126:ENSG00000266909 RBFADN:SLC25A6P4
ENSG00000261126:ENSG00000267127 RBFADN:AC090360.1
ENSG00000261130:ENSG00000156968 AC140504.1:MPV17L
ENSG00000261130:ENSG00000166780 AC140504.1:C16orf45
ENSG00000261131:ENSG00000069329 AC012186.2:VPS35
ENSG00000261136:ENSG00000150667 AC023908.3:FSIP1
ENSG00000261136:ENSG00000259580 AC023908.3:AC023908.2
ENSG00000261140:ENSG00000140992 AC093525.4:PDPK1
ENSG00000261140:ENSG00000260436 AC093525.4:AC093525.3
ENSG00000261141:ENSG00000166455 AC092718.5:C16orf46
ENSG00000261141:ENSG00000260643 AC092718.5:AC092718.3
ENSG00000261141:ENSG00000284512 AC092718.5:AC092718.8
ENSG00000261143:ENSG00000167202 ADAMTS7P3:TBC1D2B
ENSG00000261147:ENSG00000182768 AC091167.3:NGRN
ENSG00000261147:ENSG00000213471 AC091167.3:TTLL13P
ENSG00000261147:ENSG00000275674 AC091167.3:AC091167.7
ENSG00000261156:ENSG00000108684 LINC01989:ASIC2
ENSG00000261156:ENSG00000264990 LINC01989:AC005549.1
ENSG00000261158:ENSG00000103381 AC109597.2:CPPED1
ENSG00000261172:ENSG00000222359 AC133919.2:RNU6-355P
ENSG00000261172:ENSG00000260528 AC133919.2:FAM157C
ENSG00000261174:ENSG00000151575 HMGB1P33:TEX9
ENSG00000261183:ENSG00000166145 SPINT1-AS1:SPINT1
ENSG00000261187:ENSG00000261423 AC079322.1:TMEM202-AS1
ENSG00000261191:ENSG00000186073 AC013640.1:C15orf41
ENSG00000261195:ENSG00000174628 AC027130.1:IQCK
ENSG00000261198:ENSG00000078328 AC005774.1:RBFOX1
ENSG00000261202:ENSG00000133477 Z83847.1:FAM83F
ENSG00000261207:ENSG00000138834 AL031717.1:MAPK8IP3
ENSG00000261210:ENSG00000259871 CLEC19A:AC130456.1
ENSG00000261215:ENSG00000187186 AL162231.4:AL162231.1
ENSG00000261215:ENSG00000213927 AL162231.4:CCL27
ENSG00000261215:ENSG00000230074 AL162231.4:AL162231.2
ENSG00000261216:ENSG00000103342 AC007216.2:GSPT1
ENSG00000261218:ENSG00000197943 AC099524.1:PLCG2
ENSG00000261219:ENSG00000255529 AC090651.1:POLR2M
ENSG00000261221:ENSG00000276488 ZNF865:AC008735.4
ENSG00000261226:ENSG00000129993 AC092384.3:CBFA2T3
ENSG00000261229:ENSG00000136371 AC021483.2:MTHFS
ENSG00000261231:ENSG00000260497 LINC02133:AC141846.1
ENSG00000261231:ENSG00000261325 LINC02133:LINC02192
ENSG00000261232:ENSG00000140386 AC090751.1:SCAPER
ENSG00000261235:ENSG00000086696 AC092142.1:HSD17B2
ENSG00000261235:ENSG00000260161 AC092142.1:MTCYBP28
ENSG00000261236:ENSG00000260428 BOP1:SCX
ENSG00000261236:ENSG00000284054 BOP1:MIR7112
ENSG00000261238:ENSG00000103449 AC009166.1:SALL1
ENSG00000261239:ENSG00000199448 ANKRD26P1:RNU6-845P
ENSG00000261240:ENSG00000008710 AC009065.6:PKD1
ENSG00000261243:ENSG00000140950 AC022165.1:TLDC1
ENSG00000261244:ENSG00000242066 AC104758.4:RN7SL214P
ENSG00000261244:ENSG00000260776 AC104758.4:AC104758.3
ENSG00000261245:ENSG00000140678 AC093520.2:ITGAX
ENSG00000261247:ENSG00000277637 GOLGA8T:RN7SL469P
ENSG00000261248:ENSG00000261404 AC009120.5:AC009120.6
ENSG00000261250:ENSG00000162779 AL160286.3:AXDND1
ENSG00000261253:ENSG00000167522 AC137932.2:ANKRD11
ENSG00000261259:ENSG00000233732 AC142086.5:IGHV3OR16-10
ENSG00000261259:ENSG00000259852 AC142086.5:IGHV1OR16-2
ENSG00000261259:ENSG00000259997 AC142086.5:IGHV1OR16-4
ENSG00000261259:ENSG00000260921 AC142086.5:AC142086.4
ENSG00000261259:ENSG00000271130 AC142086.5:IGHV3OR16-8
ENSG00000261261:ENSG00000249231 AC026462.4:CASC16
ENSG00000261263:ENSG00000261569 AC138907.5:AC138907.7
ENSG00000261265:ENSG00000128849 AC025271.2:CGNL1
ENSG00000261266:ENSG00000166851 AC008870.3:PLK1
ENSG00000261267:ENSG00000102921 AC026470.3:N4BP1
ENSG00000261267:ENSG00000243609 AC026470.3:AC026470.1
ENSG00000261270:ENSG00000051108 AC012181.3:HERPUD1
ENSG00000261270:ENSG00000261114 AC012181.3:AC012181.2
ENSG00000261274:ENSG00000260958 TP53TG3GP:AC023824.4
ENSG00000261276:ENSG00000172935 AP003071.3:MRGPRF
ENSG00000261277:ENSG00000284500 OR4H6P:AC134980.1
ENSG00000261278:ENSG00000261807 AC009094.1:LINC02141
ENSG00000261279:ENSG00000206987 ULK4P1:U8
ENSG00000261279:ENSG00000215304 ULK4P1:AC135983.1
ENSG00000261281:ENSG00000175202 AC009712.1:HIGD2B
ENSG00000261286:ENSG00000064270 ATP2C2-AS1:ATP2C2
ENSG00000261288:ENSG00000140992 AC093525.5:PDPK1
ENSG00000261288:ENSG00000261613 AC093525.5:AC093525.6
ENSG00000261291:ENSG00000177200 AC007906.1:CHD9
ENSG00000261293:ENSG00000048471 AC007601.2:SNX29
ENSG00000261294:ENSG00000196557 AC120498.6:CACNA1H
ENSG00000261303:ENSG00000117971 AC022748.2:CHRNB4
ENSG00000261303:ENSG00000213307 AC022748.2:AC067863.1
ENSG00000261307:ENSG00000267761 AC102797.1:AC091020.1
ENSG00000261307:ENSG00000279367 AC102797.1:AC102797.2
ENSG00000261308:ENSG00000259887 FIGNL2:AC068987.1
ENSG00000261308:ENSG00000260473 FIGNL2:AC068987.3
ENSG00000261308:ENSG00000261586 FIGNL2:AC068987.4
ENSG00000261312:ENSG00000103544 AC002550.1:C16orf62
ENSG00000261312:ENSG00000103550 AC002550.1:KNOP1
ENSG00000261315:ENSG00000186073 AC103988.1:C15orf41
ENSG00000261317:ENSG00000177946 AC092143.3:CENPBD1
ENSG00000261318:ENSG00000166938 AC055855.3:DIS3L
ENSG00000261320:ENSG00000176387 AC009061.1:HSD11B2
ENSG00000261325:ENSG00000261231 LINC02192:LINC02133
ENSG00000261327:ENSG00000260162 AC134312.5:AC134312.2
ENSG00000261329:ENSG00000047578 AC016597.1:KIAA0556
ENSG00000261329:ENSG00000273553 AC016597.1:AC016597.2
ENSG00000261330:ENSG00000171724 AC010650.1:VAT1L
ENSG00000261332:ENSG00000005844 AC116348.2:ITGAL
ENSG00000261335:ENSG00000182534 AC005837.1:MXRA7
ENSG00000261336:ENSG00000102893 EIF4BP5:PHKB
ENSG00000261341:ENSG00000142513 AC010325.1:ACPT
ENSG00000261341:ENSG00000268375 AC010325.1:AC010325.2
ENSG00000261342:ENSG00000267001 AC006538.1:AC006538.2
ENSG00000261346:ENSG00000005844 AC116348.3:ITGAL
ENSG00000261346:ENSG00000251706 AC116348.3:RNU7-61P
ENSG00000261346:ENSG00000260487 AC116348.3:AC116348.1
ENSG00000261348:ENSG00000262120 LINC02136:AC010547.7
ENSG00000261349:ENSG00000117616 AL031432.2:RSRP1
ENSG00000261350:ENSG00000260341 AC018558.2:C2orf69P2
ENSG00000261351:ENSG00000169032 AC116913.1:MAP2K1
ENSG00000261351:ENSG00000174446 AC116913.1:SNAPC5
ENSG00000261357:ENSG00000261465 AC099518.2:AC099518.4
ENSG00000261359:ENSG00000103490 PYCARD-AS1:PYCARD
ENSG00000261367:ENSG00000102886 AC012645.2:GDPD3
ENSG00000261369:ENSG00000129636 AC007533.1:ITFG1
ENSG00000261369:ENSG00000222767 AC007533.1:Y_RNA
ENSG00000261371:ENSG00000239823 PECAM1:Y_RNA
ENSG00000261373:ENSG00000075399 VPS9D1-AS1:VPS9D1
ENSG00000261376:ENSG00000259867 AC022166.2:AC105411.1
ENSG00000261377:ENSG00000232431 PDCD6IPP2:AC055876.1
ENSG00000261377:ENSG00000261649 PDCD6IPP2:GOLGA6L7P
ENSG00000261377:ENSG00000270301 PDCD6IPP2:AC174071.1
ENSG00000261377:ENSG00000271616 PDCD6IPP2:AC055876.5
ENSG00000261379:ENSG00000272622 AC010735.1:AC010735.2
ENSG00000261384:ENSG00000140481 AC023300.1:CCDC33
ENSG00000261384:ENSG00000280309 AC023300.1:AC023300.3
ENSG00000261385:ENSG00000052344 AC009088.3:PRSS8
ENSG00000261386:ENSG00000102974 AC027682.4:CTCF
ENSG00000261386:ENSG00000259804 AC027682.4:AC027682.1
ENSG00000261386:ENSG00000280214 AC027682.4:AC027682.7
ENSG00000261390:ENSG00000260876 MAFTRR:LINC01229
ENSG00000261393:ENSG00000166164 AC007493.2:BRD7
ENSG00000261394:ENSG00000048471 AC007598.2:SNX29
ENSG00000261395:ENSG00000062038 HSPE1P5:CDH3
ENSG00000261396:ENSG00000039523 AC027682.5:RIPOR1
ENSG00000261399:ENSG00000138834 AL031710.1:MAPK8IP3
ENSG00000261400:ENSG00000267465 AC011525.1:AC011525.2
ENSG00000261404:ENSG00000260471 AC009120.6:AC009120.3
ENSG00000261404:ENSG00000261248 AC009120.6:AC009120.5
ENSG00000261404:ENSG00000275236 AC009120.6:AC009120.7
ENSG00000261404:ENSG00000279100 AC009120.6:AC009120.8
ENSG00000261407:ENSG00000140526 AC013565.3:ABHD2
ENSG00000261408:ENSG00000161533 TEN1-CDK3:ACOX1
ENSG00000261408:ENSG00000167880 TEN1-CDK3:EVPL
ENSG00000261408:ENSG00000250506 TEN1-CDK3:CDK3
ENSG00000261408:ENSG00000257949 TEN1-CDK3:TEN1
ENSG00000261409:ENSG00000260548 AL035425.3:AL035425.2
ENSG00000261410:ENSG00000140945 AC009142.1:CDH13
ENSG00000261416:ENSG00000102879 AC012645.3:CORO1A
ENSG00000261419:ENSG00000184110 AC145285.5:EIF3C
ENSG00000261419:ENSG00000259982 AC145285.5:AC145285.3
ENSG00000261419:ENSG00000278340 AC145285.5:MIR6862-2
ENSG00000261423:ENSG00000166233 TMEM202-AS1:ARIH1
ENSG00000261423:ENSG00000187806 TMEM202-AS1:TMEM202
ENSG00000261423:ENSG00000261187 TMEM202-AS1:AC079322.1
ENSG00000261423:ENSG00000271072 TMEM202-AS1:PHBP20
ENSG00000261424:ENSG00000166848 ATP5F1P7:TERF2IP
ENSG00000261426:ENSG00000182256 AC144833.1:GABRG3
ENSG00000261427:ENSG00000103528 AC099518.3:SYT17
ENSG00000261427:ENSG00000205730 AC099518.3:ITPRIPL2
ENSG00000261427:ENSG00000261759 AC099518.3:AC099518.5
ENSG00000261429:ENSG00000259827 DPPA2P4:AC026461.1
ENSG00000261430:ENSG00000103249 AL031600.2:CLCN7
ENSG00000261435:ENSG00000263972 AL592164.1:MIR1587
ENSG00000261439:ENSG00000087258 DKFZP434H168:GNAO1
ENSG00000261442:ENSG00000102858 AC023830.1:MGRN1
ENSG00000261448:ENSG00000103489 AC109446.3:XYLT1
ENSG00000261457:ENSG00000180663 AC002519.2:VN1R3
ENSG00000261459:ENSG00000169955 AC002310.5:ZNF747
ENSG00000261459:ENSG00000169957 AC002310.5:ZNF768
ENSG00000261459:ENSG00000235560 AC002310.5:AC002310.1
ENSG00000261459:ENSG00000260869 AC002310.5:AC002310.4
ENSG00000261459:ENSG00000278922 AC002310.5:AC002310.6
ENSG00000261460:ENSG00000140488 AC009690.2:CELF6
ENSG00000261460:ENSG00000213614 AC009690.2:HEXA
ENSG00000261460:ENSG00000260729 AC009690.2:AC009690.1
ENSG00000261460:ENSG00000273025 AC009690.2:AC009690.3
ENSG00000261465:ENSG00000167186 AC099518.4:COQ7
ENSG00000261465:ENSG00000170537 AC099518.4:TMC7
ENSG00000261465:ENSG00000261357 AC099518.4:AC099518.2
ENSG00000261469:ENSG00000103067 AC020978.5:ESRP2
ENSG00000261471:ENSG00000103187 AC092145.1:COTL1
ENSG00000261476:ENSG00000166822 AC009163.3:TMEM170A
ENSG00000261476:ENSG00000261717 AC009163.3:AC009163.4
ENSG00000261478:ENSG00000259218 AC013391.3:LINC00928
ENSG00000261480:ENSG00000188626 GOLGA8M:GOLGA8M
ENSG00000261480:ENSG00000248334 GOLGA8M:WHAMMP2
ENSG00000261482:ENSG00000234186 AC092725.1:C16orf82
ENSG00000261487:ENSG00000099364 AC135048.1:FBXL19
ENSG00000261487:ENSG00000175938 AC135048.1:ORAI3
ENSG00000261489:ENSG00000128849 AC025271.3:CGNL1
ENSG00000261499:ENSG00000265889 AC233699.1:Y_RNA
ENSG00000261502:ENSG00000269986 AC040174.1:AC040174.2
ENSG00000261505:ENSG00000103275 AL031714.1:UBE2I
ENSG00000261507:ENSG00000260827 AC141257.2:AC138869.3
ENSG00000261507:ENSG00000275034 AC141257.2:TP53TG3E
ENSG00000261513:ENSG00000040199 AC009097.4:PHLPP2
ENSG00000261519:ENSG00000166548 AC010542.4:TK2
ENSG00000261519:ENSG00000275745 AC010542.4:Y_RNA
ENSG00000261520:ENSG00000170579 DLGAP1-AS5:DLGAP1
ENSG00000261526:ENSG00000267232 AC012615.1:AC012615.5
ENSG00000261527:ENSG00000103018 AC026464.5:CYB5B
ENSG00000261528:ENSG00000103365 AC002400.1:GGA2
ENSG00000261529:ENSG00000114062 AC100774.1:UBE3A
ENSG00000261529:ENSG00000224078 AC100774.1:SNHG14
ENSG00000261532:ENSG00000184207 AC009065.7:PGP
ENSG00000261535:ENSG00000257923 AC005086.1:CUX1
ENSG00000261537:ENSG00000186153 AC027279.2:WWOX
ENSG00000261538:ENSG00000121270 AC096996.2:ABCC11
ENSG00000261540:ENSG00000166509 AC079414.1:CLEC3A
ENSG00000261540:ENSG00000260731 AC079414.1:KRT8P22
ENSG00000261540:ENSG00000261776 AC079414.1:AC079414.2
ENSG00000261543:ENSG00000129009 AC010931.3:ISLR
ENSG00000261543:ENSG00000278348 AC010931.3:Metazoa_SRP
